gene,UMAP1,UMAP2,cluster
PLPP2,-0.36173698,9.677445,2098
PLPP3,-2.2754056,-4.0838523,70
PLPP4,-3.1939452,-1.1522632,1593
PLPP5,1.6259903,-5.73084,2290
PLPP6,-3.3237422,4.796199,687
PLPP7,9.517961,-4.983312,756
PLPPR1,4.8436127,7.4758596,598
PLPPR2,0.43370178,0.93777704,2248
PLPPR3,3.350765,5.475846,549
PLPPR4,0.032861833,0.5659554,902
PLPPR5,5.2365494,0.25971732,2267
PLRG1,14.2484455,2.2837398,933
PLS1,1.2021098,14.13776,595
PLS3,9.397715,0.3382075,794
PLSCR1,-3.7818332,7.071316,138
PLSCR3,-1.1195694,2.5847828,1564
PLSCR4,-5.088053,-5.3406005,960
PLTP,8.009721,-8.06022,685
PLVAP,4.241867,8.40819,576
PLXDC1,2.3098643,9.568799,878
PLXDC2,6.7896166,-3.7958858,1390
PLXNA1,-1.6464239,9.993958,372
PLXNA2,0.42536306,10.45176,2331
PLXNA3,-1.6010451,2.1139872,435
PLXNA4,7.391148,-7.390075,684
PLXNB1,1.6940556,11.777499,79
PLXNB2,-5.063576,5.636226,45
PLXNB3,-4.050275,-7.133621,605
PLXNC1,5.5740356,12.070282,1933
PLXND1,-1.6412925,0.5777369,1923
PM20D1,6.717069,9.08686,2092
PM20D2,7.401984,10.675593,1589
PMEL,5.14339,8.278243,548
PMEPA1,-5.268607,0.9388819,1135
PMF1,14.379044,3.6166844,970
PMFBP1,10.40257,13.9015255,961
PML,1.4939511,1.2307028,1847
PMM1,13.037228,-5.355513,573
PMM2,7.4608245,8.323663,247
PMP2,4.41511,4.4324875,2
PMP22,1.4322747,-5.1050515,931
PMPCA,13.110677,2.773427,251
PMVK,14.377687,3.6169639,970
PNCK,8.408175,-2.809037,216
PNISR,9.480415,-0.7081763,1450
PNKD,6.22446,-6.6185136,1269
PNKP,8.387133,9.883684,1579
PNLIPRP3,-6.0113187,6.284624,725
PNMA1,-2.477893,-6.2700157,1825
PNMA2,-0.60146374,-6.0308695,1619
PNMA5,5.1137314,11.608475,767
PNMA8A,3.092651,-3.8883693,2296
PNMT,3.2352402,9.139911,1456
PNN,11.951077,8.987732,2096
PNO1,-1.9121859,-1.2056096,1674
PNOC,7.7818747,-5.0171504,1605
PNP,6.6892223,14.518062,1964
PNPLA2,2.8873038,6.6394334,575
PNPLA3,2.7713554,-3.754262,376
PNPLA4,8.830494,11.102201,1890
PNPLA6,1.1255171,-2.6579509,164
PNPLA7,13.709459,9.078402,2332
PNPLA8,-1.8788118,3.1086986,890
PNPO,6.1076603,10.1878,106
PNPT1,7.579571,11.276711,407
PNRC1,9.344192,2.3118618,1330
PNRC2,12.983385,0.096576676,2161
POC1A,4.231738,3.1143568,1652
POC1B,7.6273723,5.77453,1052
POC5,13.367931,-1.4391984,681
PODN,6.8867517,-1.210409,1466
PODNL1,-0.48088863,-7.364678,1118
PODXL,0.01992052,5.8478074,1028
PODXL2,5.6567883,5.1617804,1290
POF1B,3.5364928,15.491793,481
POFUT1,-5.389124,-0.8262088,58
POFUT2,-2.6578586,-5.4560323,170
POGLUT1,10.458064,-2.6174407,1408
POGLUT2,-3.7747145,0.5033001,852
POGLUT3,3.4318988,-1.2301712,1234
POGZ,6.25485,15.305446,208
POLA1,13.149789,5.767623,727
POLA2,7.4188843,13.546545,1209
POLB,8.497783,-7.127641,802
POLD1,9.56895,9.079117,424
POLD2,9.435232,9.785876,1693
POLD3,7.390375,13.505166,1209
POLD4,5.967819,-3.163993,1325
POLE,9.552497,9.08562,424
POLE2,7.379805,13.504817,1209
POLE3,11.203351,-2.489288,1886
POLE4,6.268732,-3.5842884,524
POLG,9.4462385,7.523103,1354
POLG2,7.1503625,-1.51384,2209
POLH,2.9157515,1.4738934,946
POLI,10.497156,12.609352,2333
POLM,4.82998,-0.5852243,1167
POLQ,15.675991,8.34054,1660
POLR1A,10.221645,13.662649,1153
POLR1B,12.95535,9.030701,1358
POLR1D,15.319278,7.2745733,1759
POLR1E,12.204148,-2.5873477,1069
POLR1G,10.220415,13.662272,1153
POLR1H,3.4618511,8.242669,1149
POLR2L,9.330408,-6.8635902,1751
POLR2M,10.742003,-4.7223253,2102
POLR3C,7.859243,-4.17884,876
POLR3D,10.61,5.4985995,676
POLR3E,11.602923,10.575634,2334
POLR3G,2.732814,7.1077294,2041
POLR3GL,11.610853,-2.4820697,2335
POLR3H,5.4465036,2.8767724,516
POLR3K,9.949496,2.1052036,1226
POLRMT,14.991048,4.161604,18
POMGNT1,3.302697,-4.7524652,2336
POMGNT2,-1.474069,-2.0869374,480
POMK,8.498465,-7.127086,802
POMP,7.7696285,4.6208625,1943
POMT1,14.123932,-2.707362,698
POMT2,-2.1037018,1.4822811,2085
PON1,3.7852345,14.0845995,7
PON2,-4.3878956,-2.3324625,1946
PON3,-2.6025994,14.394271,1782
POP1,13.271836,10.220971,432
POP4,1.1205212,5.6510663,1515
POP7,6.285556,6.8016634,895
POPDC3,4.3718066,-7.36225,1095
POR,-3.3972247,-2.911274,1863
PORCN,-3.8571856,-4.755296,194
POSTN,4.986042,-8.233133,1389
POT1,16.052197,5.538906,329
POU2AF1,11.956207,7.6472507,1614
POU2AF2,-1.8134222,11.110746,2253
POU2AF3,3.0136607,14.085017,1246
POU2F1,11.317537,6.2908587,484
POU2F2,6.879159,7.64432,581
POU2F3,-2.6067154,14.396877,1782
POU3F1,2.8166919,-0.18217255,1080
POU3F2,5.248847,0.8771832,159
POU3F3,12.32153,7.1331363,1146
POU4F1,6.100633,3.1752832,405
POU5F1,-5.2407722,8.748556,8
POU5F2,16.035791,2.2533438,1073
POU6F1,9.558327,-5.027947,756
POU6F2,5.4173865,-1.4260341,1702
PPA1,12.698502,9.927242,1987
PPA2,3.395439,8.807349,2127
PPAN,-0.88147795,4.6812105,2202
PPARA,3.8427808,10.244027,89
PPARD,-1.1660382,-8.096388,994
PPARG,-3.817023,8.839163,941
PPARGC1A,-0.9257111,3.9239795,1650
PPARGC1B,12.869886,9.059751,1358
PPAT,14.279234,-4.669797,1297
PPBP,3.0679362,14.158561,1246
PPCDC,5.559039,8.524134,896
PPCS,-2.9381073,10.923231,1935
PPDPF,-1.6033269,2.1122358,435
PPEF1,6.736724,2.923362,531
PPFIA1,2.232732,4.2297072,269
PPFIA2,12.330201,-3.8376608,2238
PPFIA3,4.9494495,7.551783,48
PPFIBP1,-6.881774,-0.8892313,1409
PPFIBP2,10.575823,3.7610953,238
PPHLN1,11.724129,1.6252751,1804
PPIB,-5.9248686,0.9047817,631
PPIC,-6.466561,-3.6968336,2051
PPIE,9.07315,1.102421,1633
PPIF,3.6905062,6.7369103,737
PPIH,6.6072245,-0.84159875,1894
PPIL1,12.26711,-2.5572603,2337
PPIL2,8.375419,7.2138677,985
PPIL4,8.475687,4.263315,643
PPIL6,-1.7900447,-3.7956,603
PPIP5K1,11.807174,3.356151,1082
PPIP5K2,4.7966995,2.1207247,2023
PPL,-3.677222,10.845959,609
PPM1D,15.75906,2.9967642,992
PPM1E,9.13565,-6.7506957,438
PPM1F,-3.0272455,0.06608157,1852
PPM1G,6.822614,9.37654,2211
PPM1H,7.67416,9.236971,196
PPM1J,3.7600753,9.738028,1791
PPM1K,5.574535,12.071257,1933
PPM1L,4.6759124,3.2789965,2007
PPM1M,9.107287,-3.844926,168
PPM1N,5.070442,4.0112333,996
PPME1,-0.41476908,6.3537116,1430
PPOX,12.863333,7.3800535,1690
PPP1CA,2.0099127,3.088526,2095
PPP1CB,2.0874572,0.41155353,1196
PPP1CC,11.466426,0.8354912,36
PPP1R11,-3.0924165,1.4899279,1169
PPP1R12A,8.519233,0.79942626,530
PPP1R12B,8.390466,9.888123,1579
PPP1R12C,-1.9860557,1.7484466,2218
PPP1R13B,1.6957489,11.775146,79
PPP1R13L,-3.4293277,10.9426155,1349
PPP1R14A,11.5049,3.4704108,1270
PPP1R14B,-0.5612174,2.5008214,801
PPP1R14C,2.2317848,9.509843,1504
PPP1R14D,-0.2620297,12.596959,499
PPP1R15A,-4.660628,0.28647903,542
PPP1R15B,12.234514,-0.18339641,2338
PPP1R16A,6.327907,10.619564,1568
PPP1R16B,11.868559,5.0454874,922
PPP1R17,6.2314224,3.020614,541
PPP1R18,0.34462848,-6.045794,1903
PPP1R1A,8.366306,7.9674363,2109
PPP1R1B,3.233008,9.140571,1456
PPP1R1C,-0.26236427,9.030248,245
PPP1R2,-3.2318623,7.9541974,102
PPP1R21,-1.8336079,5.803465,1018
PPP1R26,-2.605222,9.995075,1511
PPP1R27,2.436252,4.93127,939
PPP1R35,4.567183,-2.7412398,2030
PPP1R37,-3.773393,5.1540847,1686
PPP1R3B,4.4145384,5.3093114,1434
PPP1R3C,-1.7806268,-6.700528,181
PPP1R3D,-2.522518,5.055748,1143
PPP1R3E,13.709908,9.081256,2332
PPP1R3F,11.622645,-2.8447275,1031
PPP1R7,9.604599,2.1656454,2242
PPP1R9A,8.509125,-0.19481927,1781
PPP2CA,6.0356946,0.75027436,686
PPP2CB,-0.4333729,-3.1962767,148
PPP2R1A,7.71866,-1.2801892,2191
PPP2R1B,1.4197664,5.1662498,266
PPP2R2A,11.478356,4.8283224,2339
PPP2R2B,5.9842734,-2.7616305,2026
PPP2R2C,1.790204,9.599053,1475
PPP2R3A,-6.5058956,-3.642541,2051
PPP2R3C,5.25276,1.1694914,1915
PPP2R5A,10.187267,-4.65773,2340
PPP2R5B,3.4378152,-5.7746525,312
PPP2R5C,7.6856637,6.5201154,1158
PPP2R5D,13.408873,-1.3938401,681
PPP2R5E,5.442493,-4.080981,1532
PPP3CA,-1.7566016,-4.7700644,1993
PPP3CB,14.432775,-3.8278008,1490
PPP3CC,6.2759867,8.768742,2158
PPP3R1,11.748319,-4.2594366,953
PPP4C,-2.000711,3.395658,28
PPP4R1,-0.5725144,2.5077024,801
PPP4R2,10.905598,9.491493,2193
PPP4R3A,1.489432,8.256967,1871
PPP4R3B,10.939843,-3.9971826,2341
PPP4R4,-1.2404304,1.0105593,1665
PPP5C,4.1244245,10.6214,1040
PPP6C,5.8829613,5.073133,2256
PPP6R1,8.159971,5.3844814,599
PPP6R2,11.106524,7.4438653,1565
PPP6R3,8.832305,12.809523,709
PPRC1,15.332349,9.033667,1096
PPT1,5.16225,0.25425926,1440
PPT2,9.093073,-5.993397,2342
PPTC7,16.840055,6.0320644,920
PPY,-4.5263076,6.6287866,297
PQBP1,13.2366,-2.0563688,2005
PRAC1,6.203505,3.058211,541
PRADC1,11.434601,1.5097376,1746
PRAF2,7.6586766,-5.2994685,660
PRAG1,-4.2159696,9.246846,493
PRAM1,12.523719,5.329911,292
PRAME,10.368934,0.8501912,1592
PRAMEF12,-4.528975,6.6323757,297
PRAP1,3.2280257,9.14211,1456
PRC1,2.7008429,10.870282,1207
PRCC,15.413083,1.0782714,830
PRCD,1.4085072,-4.7337623,1836
PRCP,-5.9249425,0.9049323,631
PRDM1,7.2888083,12.362409,2343
PRDM10,7.591682,11.251599,407
PRDM11,-0.55862594,2.5025115,801
PRDM13,11.389037,0.00015869272,771
PRDM14,1.8791925,6.6173368,125
PRDM15,16.44177,1.495399,614
PRDM16,-2.2467537,2.7146635,1100
PRDM2,10.6435175,3.7747564,2344
PRDM5,0.75959283,-1.0624863,1015
PRDM8,-4.2379317,1.7445574,490
PRDX1,3.2440815,6.1281166,211
PRDX2,15.443867,0.7201716,1529
PRDX3,11.378156,3.7225344,693
PRDX4,3.6039364,-7.5561123,356
PRDX5,-0.46342283,5.683176,2317
PRDX6,0.012569618,-3.7675328,1281
PREB,8.353109,7.2354536,985
PRELID2,0.6057727,2.5752175,678
PRELID3A,10.497388,12.609387,2333
PRELID3B,5.468709,3.3813677,22
PRELP,5.037892,0.11537182,2111
PREP,5.55905,7.4794846,98
PREPL,1.5758281,-1.0355569,1989
PREX1,9.660318,-2.9381466,469
PREX2,0.13840401,3.083706,406
PRF1,9.298112,6.173402,591
PRG2,8.875473,8.20295,1139
PRG4,11.656967,-0.11145795,1316
PRICKLE1,6.4992948,-2.5110695,2345
PRICKLE2,-3.1987529,-1.152832,1593
PRICKLE3,14.250008,1.8999465,232
PRICKLE4,-0.2285664,7.6599717,1049
PRIM1,9.962078,4.0062175,868
PRIMA1,8.413703,-2.8272827,216
PRIMPOL,13.404575,-1.3927326,681
PRKAA1,-0.37754735,-0.4038923,1468
PRKAA2,-1.1056242,2.9795914,850
PRKAB2,3.937826,6.5358615,240
PRKACA,7.6825013,-7.218695,558
PRKACB,5.7989826,-3.984792,567
PRKACG,8.5541115,8.194184,829
PRKAG1,4.7924814,-1.2915248,1891
PRKAG2,-4.3366737,-3.0836194,914
PRKAR1A,6.045015,2.2488122,1379
PRKAR1B,3.7372653,14.107148,7
PRKAR2A,5.9196,-2.602048,2212
PRKAR2B,9.136058,-6.7506638,438
PRKCA,-3.0860846,-5.306089,200
PRKCB,11.866221,5.046561,922
PRKCD,3.8375142,10.250759,89
PRKCE,3.6853368,-2.7588449,515
PRKCG,1.8858935,1.6530968,1319
PRKCH,-2.895453,9.169151,1447
PRKCI,-2.8853292,5.5181413,1130
PRKCQ,1.8949684,6.6525536,125
PRKCSH,2.9045284,-7.321333,622
PRKCZ,0.98657715,9.403185,2346
PRKD1,6.449636,-4.824511,2130
PRKD2,2.1215088,13.643926,1582
PRKD3,4.55562,0.4783297,440
PRKG1,-0.31309465,-5.9646463,1322
PRKG2,0.34161785,14.744253,991
PRKRA,9.925745,7.295456,352
PRKRIP1,9.675826,10.895453,259
PRKX,8.97525,6.480624,1659
PRL,5.1411157,2.5152051,1044
PRLHR,13.349236,3.58523,210
PRLR,-2.7433848,3.8510387,2329
PRMT2,1.8493183,-8.164261,337
PRMT5,6.2813916,4.793126,1038
PRMT6,12.223418,3.8988929,1004
PRMT7,12.206164,9.097663,1424
PRNP,-4.7421174,-3.8896224,277
PROB1,7.315394,9.314229,1514
PROC,3.0531163,14.132872,1246
PROCA1,6.7095737,11.398981,962
PROCR,-5.1242085,-2.99158,1185
PRODH,0.98650336,9.403254,2346
PRODH2,4.924413,8.956975,319
PROK2,5.149187,2.5073225,1044
PROKR2,13.38128,3.5552094,210
PROM1,0.7098614,1.3714118,1959
PROM2,1.0275966,10.613537,2055
PRORP,4.517842,3.6935232,1853
PROS1,-3.4495764,-2.5856297,2347
PROSER1,11.323949,6.298442,484
PROSER2,-2.9976413,12.3096485,496
PROX1,4.3034782,-3.9175944,1032
PROX2,13.044464,7.9154983,1464
PRP4K,15.565855,5.280136,2251
PRPF18,12.11178,1.7475126,2185
PRPF3,9.486521,-0.6896548,1450
PRPF38A,13.968368,6.5067677,40
PRPF38B,13.076137,8.4619055,1237
PRPF39,7.993185,6.625996,116
PRPF40A,7.5767956,11.277098,407
PRPF40B,9.573832,0.18111455,2348
PRPH,3.5817835,2.4169319,724
PRPS1,2.1820595,7.3850937,2309
PRPS2,5.479957,3.3610961,22
PRPSAP2,14.323711,9.905168,2175
PRR11,7.5144467,3.2412376,865
PRR12,8.389712,9.88877,1579
PRR13,1.322502,3.6757414,1019
PRR14,13.709792,9.081377,2332
PRR15,0.5299013,14.673859,26
PRR15L,2.2979028,14.385391,325
PRR16,-1.7328951,-6.650621,181
PRR22,9.11393,1.1582956,990
PRR29,4.5304637,-3.2765176,2015
PRR3,8.7679825,6.195805,1963
PRR30,5.5736723,11.074922,249
PRR35,2.7804232,0.88464177,607
PRR4,1.3459361,-0.43427405,4
PRR5,7.080684,12.80366,118
PRR5L,-2.6579995,-7.1096773,265
PRR7,12.930155,1.2152207,65
PRR9,-0.2759703,9.028186,245
PRRC1,0.12008834,1.4844921,560
PRRC2A,12.857845,7.3841615,1690
PRRC2B,7.373149,11.954164,897
PRRC2C,14.986561,1.5372201,2090
PRRG1,-7.903948,0.33603492,661
PRRG2,1.1312503,14.229164,595
PRRT1,9.093006,-5.9935236,2342
PRRT2,8.075517,-6.341593,692
PRRT3,3.4336216,-1.2257257,1234
PRRT4,7.590193,-0.07989435,730
PRRX1,6.408469,2.389746,1400
PRRX2,-2.152261,-2.0284793,1787
PRSS1,0.13794746,9.799296,501
PRSS12,-3.4761338,-0.4024788,936
PRSS16,1.1425463,14.216278,595
PRSS21,-0.86503935,12.153735,843
PRSS22,-1.1912783,13.2290125,146
PRSS23,-0.8537544,-3.7456362,81
PRSS27,3.1193008,8.156788,144
PRSS3,-4.2180505,9.2456875,493
PRSS33,-2.9986684,3.406056,1465
PRSS35,6.88443,-1.205768,1466
PRSS50,-0.90208036,8.942981,608
PRSS53,2.7933264,15.1121645,2349
PRSS57,5.108038,11.611585,767
PRSS8,0.84686834,14.525448,1346
PRTFDC1,-2.0078108,6.883516,711
PRTG,7.082197,-6.054853,2350
PRTN3,1.2169206,7.9704714,900
PRUNE1,15.409423,1.0756346,830
PRUNE2,7.282659,-1.11294,1720
PRX,2.3103702,9.565141,878
PRXL2A,3.2284896,11.355679,1520
PRXL2C,2.5476441,-3.4297779,752
PSAP,-5.7363467,2.7406988,1668
PSAT1,-1.8283129,-1.2783103,1913
PSCA,-6.991485,8.782507,236
PSD,11.511235,7.176066,19
PSD3,-1.7902558,-6.735153,181
PSD4,6.4854336,12.860609,1249
PSEN1,-1.7247005,7.752851,2351
PSEN2,-1.8373841,7.6975875,602
PSENEN,-1.3212591,1.5241691,1613
PSG11,-2.5046601,-1.4903743,309
PSG4,-3.339643,-2.4808698,253
PSG5,-3.3438623,-2.4811933,253
PSG6,-2.506543,-1.4897033,309
PSG8,-2.5049748,-1.489093,309
PSG9,-3.337672,-2.4804103,253
PSIP1,8.763534,6.1961455,1963
PSMB10,4.5714984,0.6452966,912
PSMB11,5.556065,11.073679,249
PSMB5,2.7893457,-3.6838052,376
PSMB6,2.2690094,-3.3223486,2154
PSMB7,0.9850939,2.8897958,466
PSMB8,1.9546971,2.0575616,1750
PSMB9,1.9486464,2.0638766,1750
PSMC3IP,9.594051,5.4121275,298
PSMD10,7.5667496,-2.5102766,1364
PSMD11,8.030786,7.847388,1427
PSMD2,1.9543079,3.610738,523
PSMD5,-0.37867242,-0.4092271,1468
PSMD8,4.9610405,-2.5754902,127
PSMD9,-2.6141713,6.245702,1161
PSME1,4.571698,0.6461348,912
PSME2,3.8382154,9.189312,1144
PSME3,7.213495,-4.7167196,1124
PSMF1,7.586885,-1.9709067,64
PSMG1,8.337465,-4.5811086,741
PSMG2,12.645816,-2.08058,2173
PSMG3,10.299247,9.238903,2352
PSMG4,3.7001657,6.7505674,737
PSORS1C1,-5.7427516,0.03179857,1703
PSPC1,9.9412985,2.1080565,1226
PSPH,-1.8282335,-1.277754,1913
PSRC1,5.9065113,0.22075577,1194
PSTK,10.4626465,-2.6211429,1408
PSTPIP1,10.300771,9.880344,586
PSTPIP2,2.0135257,4.4860635,717
PTAFR,-4.2995276,11.469518,188
PTAR1,4.553845,0.4795674,440
PTBP1,12.206539,3.8527486,1004
PTBP2,12.221546,3.894322,1004
PTBP3,3.0719895,14.161654,1246
PTCD1,5.187035,2.0799327,1607
PTCD3,12.880452,9.059115,1358
PTCH1,10.5704565,3.1705387,691
PTCH2,8.031811,-6.3824015,692
PTCHD4,9.993408,-3.8439922,815
PTDSS1,8.318703,3.3790455,360
PTEN,8.883755,8.174589,1139
PTER,8.088183,11.761753,782
PTGDR,2.7232144,1.4781245,877
PTGDS,10.700697,-6.9596543,1611
PTGER2,0.28677878,-4.687146,1546
PTGER3,4.6043725,-2.9211135,2084
PTGER4,0.93729305,10.850362,1874
PTGES,-6.258425,7.5694222,963
PTGES2,5.152298,13.756714,1240
PTGES3,14.379687,2.9199088,167
PTGFR,3.8558133,-5.4507465,849
PTGFRN,-3.8299088,-2.2842655,503
PTGIR,10.222251,0.37279028,582
PTGIS,-3.5660565,-1.6434088,1133
PTGR1,9.384272,0.33296284,794
PTGR2,4.182689,-2.5750508,458
PTGR3,14.741641,0.062998675,1299
PTGS1,-3.0255017,7.553014,461
PTGS2,-5.51984,3.980188,268
PTH1R,5.6541104,-8.094191,1005
PTH2,0.5799777,-1.9940708,547
PTH2R,3.6428223,7.536428,726
PTHLH,3.7778883,0.3006521,533
PTK2,-1.0724106,-0.67151695,1736
PTK2B,6.487932,12.864088,1249
PTK6,0.24525712,11.108354,2210
PTK7,-2.1552088,-2.0321457,1787
PTMA,11.337846,6.3082385,484
PTMS,-0.16794625,-8.693563,2157
PTN,-3.0891392,-5.3068957,200
PTOV1,5.454904,-1.0040526,1445
PTP4A1,4.22204,3.3172143,1792
PTP4A2,9.166198,-4.369316,648
PTP4A3,9.607979,13.943548,1363
PTPA,3.628771,-7.524229,356
PTPDC1,8.078065,-6.332106,692
PTPMT1,0.4287988,8.972313,1474
PTPN1,2.9723954,0.22249582,578
PTPN11,2.0388868,-2.012185,795
PTPN12,-0.17360541,1.8342546,2353
PTPN13,-0.05174323,3.598759,2091
PTPN14,-5.0692954,-4.719139,774
PTPN18,9.908461,6.2692347,1181
PTPN2,11.011924,12.409661,546
PTPN21,0.14684363,-4.3036065,787
PTPN22,5.9009905,-5.577458,1752
PTPN23,5.9150085,-2.6061509,2212
PTPN3,-1.5806485,10.703342,804
PTPN4,4.295368,13.493974,262
PTPN6,6.4884214,12.856493,1249
PTPN7,9.214351,12.602033,1186
PTPRB,1.217372,-5.5702753,2354
PTPRCAP,2.4078732,8.345765,1616
PTPRD,9.652374,-7.3316507,1011
PTPRE,5.7039285,6.6793275,2355
PTPRF,-4.111306,9.705892,1120
PTPRG,2.9788494,-3.124611,892
PTPRH,-1.1632996,3.9629655,580
PTPRJ,-4.0640845,6.455905,1419
PTPRK,-4.8357663,4.028579,1727
PTPRM,-5.0792093,-5.3430014,960
PTPRN,12.330268,-3.8378918,2238
PTPRN2,6.732957,8.478672,54
PTPRO,4.308596,-3.9253442,1032
PTPRR,1.2175171,-5.570236,2354
PTPRS,-1.1369679,-2.7867057,1786
PTPRT,1.9290328,6.558781,125
PTPRU,-0.14720239,11.023767,611
PTPRZ1,4.4269104,4.4331317,2
PTRH1,-3.7869208,5.1611643,1686
PTRH2,8.254568,10.381813,740
PTRHD1,3.626942,4.244195,2223
PTS,4.6262226,-4.4046755,2356
PTTG1,7.5494127,-8.459826,1197
PTTG1IP,-6.500714,-3.6458344,2051
PTX3,-4.5353103,-0.13074914,191
PUDP,7.0931,-5.4908648,738
PUM1,7.3693213,11.956449,897
PUM2,15.44271,0.71969974,1529
PUM3,11.927136,-3.9735785,2357
PURG,7.703248,-5.792441,459
PUS1,9.170562,8.727055,212
PUS3,15.399451,3.4450645,20
PUS7,9.403637,3.6676085,165
PUS7L,9.356248,12.092399,1046
PVR,-6.2509575,2.312691,803
PVRIG,11.358663,4.992574,668
PWP1,2.0408285,-2.002069,795
PWP2,15.881832,0.12842964,92
PWWP2B,0.17031018,13.132311,206
PWWP3A,12.97746,1.2677362,950
PWWP3B,1.8794943,12.501673,1888
PXDC1,-3.5329492,-6.832639,1190
PXDN,0.7125783,-5.97393,12
PXK,12.002647,-1.3183784,51
PXMP2,10.239655,11.348633,2033
PXMP4,8.730364,-2.087862,1017
PXN,-3.7503488,-0.06803603,314
PXYLP1,-4.371528,7.7867193,413
PYCARD,5.681042,14.250274,154
PYCR1,7.7110734,2.5481322,792
PYCR3,-2.0017743,3.3904858,28
PYDC1,3.6881938,7.632009,24
PYGB,-5.4487457,-3.931,1866
PYGL,1.9786088,1.9126312,204
PYGM,12.673983,11.753425,137
PYGO1,2.5077739,-1.1155784,526
PYGO2,15.413717,1.0782809,830
PYHIN1,8.011917,-8.985196,1060
PYM1,5.7025714,10.704887,1872
PYROXD1,8.736587,8.081414,958
PYROXD2,-5.275041,8.783068,8
PYURF,2.7606244,2.2327838,2318
QDPR,0.3213403,-0.17820345,1641
QKI,2.7855668,0.17178778,226
QNG1,4.81676,5.507022,10
QPCT,-1.0990974,5.797344,336
QPCTL,9.363627,7.4918165,1165
QPRT,8.386134,7.972372,2109
QRFPR,0.46690437,5.7042255,331
QRICH1,15.201033,2.9584842,759
QRSL1,16.8627,-0.5422762,764
QSER1,4.4469624,1.4250408,1530
QSOX1,-7.0397663,0.591984,160
QSOX2,5.628176,0.73626107,2358
QTRT1,12.984715,1.2742964,950
R3HCC1,10.606952,5.497476,676
R3HDM1,12.280387,2.1575952,6
R3HDM2,7.3686757,11.957108,897
RAB10,4.159677,5.43196,1534
RAB11A,4.805269,5.5079165,10
RAB11FIP1,-0.039682526,12.270662,1443
RAB11FIP2,7.261788,5.7707458,930
RAB11FIP3,14.132011,-2.709803,698
RAB11FIP4,3.5592854,9.9746475,860
RAB11FIP5,-1.8637917,-7.819186,1484
RAB12,2.5477414,-3.430666,752
RAB13,-2.6569188,-5.4597783,170
RAB14,2.0835583,0.41790855,1196
RAB15,-3.139478,5.6760817,287
RAB17,2.2042854,13.702893,1740
RAB18,3.270516,-2.654937,52
RAB19,1.1693788,14.181379,595
RAB1A,-4.388131,-2.332402,1946
RAB1B,-3.3648221,8.932952,2359
RAB20,-1.1825156,13.253167,146
RAB21,3.9820054,0.45967853,1910
RAB22A,-2.261575,-4.0933466,70
RAB23,0.28632623,-5.241668,1287
RAB24,5.4539638,2.8805065,516
RAB25,-0.70152956,14.341713,652
RAB26,0.43749836,9.04165,1474
RAB27A,5.4245887,9.688045,2360
RAB27B,-5.8361063,3.4708116,87
RAB29,1.3728288,6.1354213,1313
RAB2A,0.8950137,-9.054278,514
RAB2B,14.432949,-3.8279796,1490
RAB30,8.536943,0.79710305,530
RAB31,-2.6544127,-2.3714511,1501
RAB32,-0.5880253,-2.0890324,1483
RAB33A,13.934665,0.37767988,1830
RAB34,-3.8975635,-0.91167796,1266
RAB35,6.4319105,1.7980862,2192
RAB37,9.899801,6.276854,1181
RAB38,-2.3770232,7.2457266,1188
RAB39A,8.0609,-8.040295,685
RAB39B,3.1688626,-3.0908086,754
RAB3A,8.056786,-8.0208845,685
RAB3B,0.7872633,-1.0370535,1015
RAB3C,6.1017537,3.1707013,405
RAB3D,5.097592,13.617947,1952
RAB3GAP1,3.9530754,1.4780121,1493
RAB3GAP2,10.553074,-3.6277068,328
RAB3IL1,-3.2681377,6.975511,1999
RAB3IP,5.1616054,12.813966,1705
RAB40B,5.712159,4.407358,192
RAB40C,5.9313726,-3.25891,1253
RAB42,-7.0429125,5.9104524,777
RAB43,-3.8562002,0.0076452857,2250
RAB4A,4.802812,7.45401,598
RAB4B,12.501641,-0.0027495637,1900
RAB5B,3.9793217,0.4642338,1910
RAB5C,6.149614,-8.966447,932
RAB5IF,-5.369839,8.888982,56
RAB6A,-0.84887356,2.6822467,15
RAB6B,6.138877,-1.1195227,471
RAB7A,2.1778834,-6.473026,1938
RAB8A,5.9869094,12.40634,1615
RAB8B,3.661414,0.560641,281
RAB9A,-5.8980293,0.8853191,631
RAB9B,8.98715,-5.5126348,761
RABAC1,-0.46582538,-5.0066776,2123
RABEP1,13.569116,9.424218,1695
RABEP2,7.1213193,3.6363995,428
RABGAP1,5.9134116,0.20300655,1194
RABGAP1L,6.2926908,11.832564,377
RABGGTB,4.5758986,-2.0686927,2361
RABIF,-0.98331153,4.795307,1941
RABL3,10.742196,-4.7227497,2102
RABL6,9.397797,-2.4202638,1724
RAC1,-5.070366,-6.168933,627
RAC2,3.8589048,4.02297,597
RAC3,5.7660108,4.379051,192
RACGAP1,2.6992447,10.862228,1207
RAD1,6.8210926,4.468593,758
RAD17,14.938689,5.8189445,736
RAD18,4.239666,3.1198049,1652
RAD21,11.139858,4.341184,2241
RAD21L1,-3.2086153,-1.8421687,2362
RAD23A,7.207021,3.982907,0
RAD23B,2.0871017,0.40886533,1196
RAD50,6.4376683,5.4294543,670
RAD51,5.5674543,8.522457,896
RAD51AP1,15.6478,3.974424,908
RAD51B,4.238164,8.41096,576
